name,rated_movies,averageRating
Toby Trackman,1,6.3
Wyatt Cenac,1,6.3
David Mrnka,1,6.3
Craig Johnson,1,6.3
Shazia Ali Khan,1,6.3
Elvira Lind,1,6.3
Katherine Brooks,1,6.3
Kim Sung-hoon,1,6.3
Oren Peli,1,6.3
Cho Il,1,6.3
Stig Bergqvist,1,6.3
Paul Demeyer,1,6.3
Atsajun Sattakovit,1,6.3
Garrett Bradley,1,6.3
Chad Hartigan,1,6.3
James Watkins,1,6.3
White Trash Tyler,1,6.3
Nathan Morlando,1,6.3
Wi Ding Ho,1,6.3
Rahat Kazmi,1,6.3
Jon Watts,1,6.3
Tom Whitworth,1,6.3
Luc Vinciguerra,1,6.3
Oleg Trofim,1,6.3
Han Han,1,6.3
Trisha Ziff,1,6.3
Frank Capra,2,6.3
Buta Singh,1,6.3
Anton Corbijn,1,6.3
Nuel Naval,1,6.3
Gregory Nava,1,6.3
Rana Eid,1,6.3
Jonathan Hensleigh,2,6.3
Cal Saville,1,6.3
Jocelyn Moorhouse,1,6.3
Genndy Tartakovsky,1,6.3
Sudip Bandyopadhyay,1,6.3
John Milius,1,6.3
Billy Ray,1,6.3
Christopher Caldwell,1,6.3
Karen Moncrieff,1,6.3
Chandra Prakash Dwivedi,1,6.3
Pascale Lamche,1,6.3
Marek Kanievska,1,6.3
Georges Hachem,1,6.3
Guillaume Pierret,1,6.3
Toshiyuki Tsuru,1,6.3
Elissa Down,1,6.3
Saheed Arafath,1,6.3
Yoon Sung-hyun,1,6.3
Leticia Jorge Romero,1,6.3
Dirk Laabs,1,6.3
Stefan Aust,1,6.3
Park In-je,1,6.3
Andrew Lau Wai-keung,1,6.3
Matthew Robinson,1,6.3
Juan Carlos Medina,1,6.3
Alan Mak,1,6.3
Fuwad Khan,1,6.3
Kasra Farahani,1,6.3
Mario Mattei,1,6.3
Jared Moshé,1,6.3
Jon Gunn,1,6.3
Hayden Guppy,1,6.3
Robert Krantz,1,6.3
Jonathan Sobol,1,6.3
Jonathan Mostow,1,6.3
Aniedi Anwah,1,6.3
Partho Sen-Gupta,1,6.3
Drake Doremus,3,6.3
Michael Harte,1,6.3
Olivier Marchal,2,6.3
Felix Herngren,1,6.3
Aaron Hancox,1,6.3
Juan Stadler,1,6.3
Steve Gukas,2,6.3
Nicholas Stoller,1,6.3
Le Van Kiet,1,6.3
Sean Cisterna,1,6.3
Cody Cameron,1,6.3
Alejandro De Grazia,1,6.3
Daniel Vernon,1,6.3
Weica Wang,2,6.3
Lance Hool,1,6.3
Gary David Goldberg,1,6.3
Lorene Scafaria,1,6.3
Prawal Raman,1,6.3
Amman Abbasi,1,6.3
Tanveer Khan,1,6.3
Dani de la Torre,1,6.3
Clay Porter,1,6.3
Michael McNamara,1,6.3
Rajan Madhav,1,6.3
Liu Jiang,1,6.3
Zeek Earl,1,6.3
Greg MacGillivray,3,6.3
Anik Datta,1,6.3
Aurora Guerrero,1,6.3
Karthik Subbaraj,3,6.266666666666667
Rohit Jugraj,3,6.266666666666667
Phillip Noyce,3,6.266666666666666
David Zucker,3,6.266666666666666
John Duigan,2,6.25
Gillian Robespierre,2,6.25
James Wong,2,6.25
Robert Altman,2,6.25
Toa Fraser,2,6.25
Muharrem Gülmez,2,6.25
Rod Blackhurst,2,6.25
Steven Soderbergh,6,6.25
Angelina Jolie,2,6.25
Andrew Niccol,2,6.25
Marcelo Galvão,2,6.25
Christopher Smith,2,6.25
Pratim D. Gupta,3,6.233333333333334
Lee Tamahori,3,6.233333333333333
Greg Barker,1,6.2
Ben C. Lucas,1,6.2
Riccardo Milani,1,6.2
Keenen Ivory Wayans,1,6.2
Christian Alvart,1,6.2
David Gordon Green,2,6.2
Kamal Sahani,1,6.2
Andy Capper,1,6.2
Tanuj Bhramar,1,6.2
Clementine Malpas,1,6.2
Arjun Jandyala,1,6.2
Sammaria Sari Simanjuntak,1,6.2
Martin Hodara,1,6.2
Ranjit Tiwari,1,6.2
Sylvain White,1,6.2
Mitch Dickman,1,6.2
Leslie Knott,1,6.2
Dallas Jenkins,1,6.2
John Fortenberry,2,6.2
Sunkanmi Adebayo,1,6.2
John Mikulak,1,6.2
John Banas,1,6.2
Madonna,1,6.2
John Crowley,1,6.2
Grant Heslov,1,6.2
Ravi Jadhav,1,6.2
Joshua Brown,1,6.2
Viju Mane,1,6.2
Nabil Ayouch,1,6.2
Agustí Villaronga,1,6.2
Francesco Lettieri,1,6.2
David Pastor,2,6.2
Hubert Woroniecki,1,6.2
Àlex Pastor,2,6.2
Girish Mohite,1,6.2
Bryn Evans,1,6.2
Stephen Chiodo,2,6.2
John Stephenson,1,6.2
Ramon Térmens,1,6.2
Lukasz Kosmicki,1,6.2
Lluís Quílez,1,6.2
Gaurav Narayanan,1,6.2
Kunal Deshmukh,1,6.2
Amir Galvan Cervera,1,6.2
Mitzi Vanessa Arreola,1,6.2
Taylor Hackford,1,6.2
Teddy Chan,1,6.2
Jamie M. Dagg,1,6.2
Angel Kristi Williams,1,6.2
Nicolas Lopez,1,6.2
John Papola,1,6.2
Ange Basterga,1,6.2
Philipp Eichholtz,1,6.2
David Michôd,2,6.2
Eric Notarnicola,1,6.2
Salmeen AlMurry Amer,1,6.2
Maryo J. De los Reyes,2,6.2
Erik Nelson,1,6.2
Rob Minkoff,4,6.2
Philip G. Atwell,1,6.2
Renato De Maria,1,6.2
Sarthak Dasgupta,1,6.2
Sopon Sukdapisit,1,6.2
Kazuaki Kiriya,1,6.2
Lucien Jean-Baptiste,1,6.2
Amanda Micheli,1,6.2
David Cronenberg,1,6.2
Jang Jae-hyun,1,6.2
Joe Swanberg,1,6.2
Jessica Yu,1,6.2
Jason Spingarn-Koff,1,6.2
Richard Loncraine,1,6.2
Yann Gozlan,1,6.2
Isao Yukisada,1,6.2
Jaivi Dhanda,1,6.2
Jeff Wadlow,2,6.2
Akshay Akkineni,1,6.2
Adam Bhala Lough,1,6.2
David Mirkin,1,6.2
Antonio Morabito,1,6.2
Eva Vives,1,6.2
Ben Foster,1,6.2
Andrew Dominik,1,6.2
Sally Potter,1,6.2
Anne Fontaine,1,6.2
Woo Min-ho,1,6.2
Taron Lexton,1,6.2
Max Joseph,1,6.2
Mark Dennis,1,6.2
Olav Njaastad,1,6.2
Benedict Andrews,1,6.2
Michael Rymer,1,6.2
John Erick Dowdle,1,6.2
Bharat Nalluri,1,6.2
Jenny Carchman,1,6.2
Ajay Phansekar,1,6.2
Dan Fraga,1,6.2
Javier Calvo,1,6.2
John Luessenhop,1,6.2
Craig Elrod,1,6.2
Javier Ambrossi,1,6.2
Wally Pfister,1,6.2
Nicole Holofcener,1,6.2
Noël Wells,1,6.2
Arthur Allan Seidelman,1,6.2
Jim Mickle,1,6.2
Anders Sømme Hammer,1,6.2
Daniel Noah,1,6.2
Adekunle Nodash Adejuyigbe,1,6.2
Carla Barros,1,6.2
Phil Roman,1,6.2
Johnny To,1,6.2
Marius Arnesen,1,6.2
Aleksey Tsitsilin,1,6.2
Klaus Erik Okstad,1,6.2
Sunil Thakur,1,6.2
Álex de la Iglesia,2,6.199999999999999
Hasan Karacadağ,2,6.199999999999999
Mukul Anand,2,6.199999999999999
Priyadarshan,6,6.183333333333334
Karan Johar,5,6.18
Chris Weitz,3,6.166666666666667
Ricky Gervais,3,6.166666666666667
Saket Chaudhary,2,6.15
Peter Berg,2,6.15
Sooraj R. Barjatya,4,6.15
Jason Paul Laxamana,2,6.15
Gerardo Olivares,2,6.15
Faris Godus,2,6.15
Barry Sonnenfeld,3,6.133333333333333
Alex Lehmann,3,6.133333333333333
Jared Hess,3,6.1000000000000005
Charles Stone III,3,6.1000000000000005
Shawn Levy,3,6.1000000000000005
Michael Dowse,3,6.1000000000000005
Walter Hill,3,6.1000000000000005
Jon Manning,1,6.1
Tommy O'Haver,1,6.1
Matías Bize,1,6.1
David L. Cunningham,1,6.1
Isaac Ezban,2,6.1
Steve Ball,2,6.1
Dash Shaw,1,6.1
Antoine Bardou-Jacquet,1,6.1
Nick Moore,1,6.1
Linda Otto,1,6.1
Binu Ulahhannan,1,6.1
Navot Papushado,1,6.1
Nima Nourizadeh,1,6.1
Jim Monaco,1,6.1
Biyi Bandele,1,6.1
Gerry Blaksley,1,6.1
Betty Thomas,1,6.1
Tim Blake Nelson,1,6.1
Pramod Pawar,1,6.1
Emmanuel Amara,1,6.1
Joel Gallen,2,6.1
Iain Softley,1,6.1
Federico Lemos,1,6.1
Eric Juhola,1,6.1
Chris McCoy,1,6.1
Morgan Ingari,1,6.1
Peter Thorwarth,1,6.1
Pete Travis,2,6.1
Jill Culton,1,6.1
Steve Hickner,1,6.1
Simon J. Smith,1,6.1
Danishka Esterhazy,1,6.1
Kinka Usher,1,6.1
Ralph Macchio,1,6.1
Tarek Al Eryan,2,6.1
Ezekiel Norton,2,6.1
Elliot Silverstein,1,6.1
Letizia Lamartire,1,6.1
John Ford,1,6.1
Bryan Singer,1,6.1
Dave Needham,1,6.1
Storm Saulter,1,6.1
Rohit Shetty,5,6.1
Howard Zieff,2,6.1
Zara Hayes,1,6.1
Abhishek Saxena,1,6.1
John Lee,1,6.1
Yuen Wo-Ping,1,6.1
Jennifer Phang,1,6.1
Mozez Singh,1,6.1
Daniel Effiong,1,6.1
Lauren Miller Rogen,1,6.1
Aditya Sarpotdar,2,6.1
Manoj Beedha,1,6.1
David Galán Galindo,1,6.1
Reema Kagti,1,6.1
Sushil Majumdar,1,6.1
Ti West,1,6.1
Bruno Ascenzo,1,6.1
Joanna Lombardi,1,6.1
David E. Talbert,2,6.1
Vijay Yelakanti,1,6.1
Wagner de Assis,1,6.1
Makarand Mane,1,6.1
Matt Shakman,1,6.1
Jeff Chan,1,6.1
Laura Terruso,1,6.1
Vijay,1,6.1
Reem Kherici,1,6.1
Miguel Ángel Vivas,1,6.1
Gaurav Bavdankar,1,6.1
Rikhil Bahadur,1,6.1
Latif Faiziyev,1,6.1
Yen Cheng-kuo,1,6.1
John A. Davis,1,6.1
Kitty Green,1,6.1
Isa Campo,1,6.1
Isaki Lacuesta,1,6.1
Vicky Wight,1,6.1
Jennifer Kaytin Robinson,1,6.1
Simranjit Singh Hundal,1,6.1
Ellen Brown,1,6.1
Kanika Batra,1,6.1
Kim Nguyen,2,6.1
Smeep Kang,1,6.1
Pat Healy,1,6.1
Azazel Jacobs,1,6.1
John Whitesell,1,6.1
Yoshiyuki Momose,1,6.1
Miguel Cohan,2,6.1
Rod Cabatana Marmol,1,6.1
Paul W.S. Anderson,3,6.066666666666666
Tyler Perry,2,6.050000000000001
Shlok Sharma,2,6.050000000000001
Robert O. Peters,2,6.05
David Dobkin,2,6.05
Stephen Herek,2,6.05
Rajiv Mehra,5,6.040000000000001
Robert Luketic,6,6.016666666666667
Haissam Hussain,1,6.0
Andaç Haznedaroğlu,1,6.0
Todd S. Yellin,1,6.0
Darragh O'Connell,1,6.0
Tamas Yvan Topolanszky,1,6.0
Patrice Laliberté,1,6.0
Jorge Blanco,1,6.0
Wash Westmoreland,1,6.0
Kunihiko Yuyama,2,6.0
Richard Laxton,1,6.0
Jon Avnet,1,6.0
Mikhail Red,2,6.0
Aaron Nee,1,6.0
Richard van't Riet,1,6.0
Santhosh Viswanath,1,6.0
Lance Young,1,6.0
Derek Yee,1,6.0
Ariel Schulman,1,6.0
Michael Pressman,1,6.0
Henry Joost,1,6.0
Takuma Sato,1,6.0
Richard Greenberg,1,6.0
Kyran Kelly,1,6.0
Katherine Dieckmann,1,6.0
Neil Triffett,1,6.0
Clark Johnson,1,6.0
Abbas Mustan,1,6.0
Khalid Mohamed,1,6.0
Michael Fimognari,1,6.0
Jazz Boon,1,6.0
Choi Jin-seong,1,6.0
Adam Nee,1,6.0
Mukesh Vohra,1,6.0
Oyefunke Fayoyin,1,6.0
You-Jeong Chang,1,6.0
Julia von Heinz,1,6.0
Benjamin Dickinson,1,6.0
Kader Aoun,1,6.0
Irwin Winkler,1,6.0
Elizabeth Chai Vasarhelyi,1,6.0
Ksshitij Chaudhary,2,6.0
Pablo Faro,1,6.0
Joe Robert Cole,1,6.0
Alex Ranarivelo,1,6.0
Trent Haaga,1,6.0
Gerard McMurray,1,6.0
Ava DuVernay,4,6.0
Sydney Freeland,1,6.0
Natalie Portman,1,6.0
Sabaah Folayan,1,6.0
Joshua Marston,1,6.0
Tathagata Banerjee,1,6.0
Keanu Reeves,1,6.0
Steve Saint Leger,1,6.0
James Mather,1,6.0
Donovan Marsh,1,6.0
Angshuman Ghosh,1,6.0
Tomas Brickhill,1,6.0
Chris Columbus,1,6.0
Joris Ivens,1,6.0
Kelly Reichardt,1,6.0
Ruel S. Bayani,2,6.0
Lone Scherfig,1,6.0
Renny Harlin,3,6.0
Daniel Stamm,2,6.0
Archie Hekagery,1,6.0
Gabe Ibáñez,1,6.0
Ken Marino,1,6.0
Damon Davis,1,6.0
David de Vos,1,6.0
Nicolas Brossette,1,6.0
Logan Kibens,1,6.0
William Eubank,1,6.0
Adam MacDonald,1,6.0
Will Eubank,1,6.0
Cüneyt Kaya,1,6.0
Lena Khan,1,6.0
Alejandra Márquez Abella,1,6.0
Mimi Leder,1,6.0
Gabe Klinger,1,6.0
Saara Cantell,1,6.0
Gaby Dellal,1,6.0
Eddie Mensore,1,6.0
Jan Suter,13,5.976923076923076
Aziz Mirza,3,5.966666666666666
Andy Tennant,5,5.959999999999999
Kevin Smith,5,5.959999999999999
Walter C. Miller,2,5.95
Pankaj Batra,2,5.95
Andy Fickman,2,5.95
Mark Raso,2,5.95
Shashanka Ghosh,2,5.95
Jack C. Newell,2,5.95
Stanley Tong,2,5.95
Nadia Hallgren,2,5.95
Dominic Sena,2,5.95
Baljit Singh Deo,2,5.95
Federico Veiroj,2,5.949999999999999
Wes Craven,2,5.949999999999999
Manolo Caro,2,5.949999999999999
Kemi Adetiba,3,5.933333333333334
Ishaya Bako,3,5.933333333333334
Onur Tukel,1,5.9
Richard Bates Jr.,1,5.9
Jack Starrett,1,5.9
Mark Rosman,1,5.9
Mangesh Hadawale,1,5.9
Nguyen Thanh Tung,1,5.9
Kenny Leon,1,5.9
Eric Bross,1,5.9
Rajiv Chilaka,2,5.9
Daniel Goldhaber,1,5.9
Luis Javier Henaine,1,5.9
Michael Petroni,1,5.9
Stuart Heisler,1,5.9
Ryan Koo,1,5.9
Jan Belcl,1,5.9
Selima Taibi,1,5.9
Sebastián Hofmann,1,5.9
Scott Moran,2,5.9
Bill Oliver,1,5.9
Rohit Mittal,1,5.9
Kevin Hooks,1,5.9
Norberto López Amado,1,5.9
Theodore Boborol,1,5.9
Natalia Valdebenito,1,5.9
Igor Kovalyov,1,5.9
Ossama Abu El Atta,1,5.9
Tony Leondis,1,5.9
Norton Virgien,1,5.9
Deep Joshi,1,5.9
Manatsanun Phanlerdwongsakul,1,5.9
Rob Meyer,1,5.9
Jackie van Beek,1,5.9
David Blair,1,5.9
Matt D'Elia,1,5.9
Mika Kaurismäki,1,5.9
Linas Phillips,1,5.9
Jen McGowan,1,5.9
Madeleine Sami,1,5.9
Dan Harris,1,5.9
Neeraj Udhwani,1,5.9
Swapnaneel Jayakar,1,5.9
Charlie Siskel,1,5.9
J.D. Dillard,1,5.9
Fermín Muguruza,1,5.9
Andrew Douglas,1,5.9
Faraday Okoro,1,5.9
K. Ramanlal,1,5.9
Evan Spiridellis,1,5.9
Kagiso Lediga,1,5.9
Numa Perrier,1,5.9
Owen Trevor,1,5.9
John Carchietta,1,5.9
Max Martini,1,5.9
Hua Shan,1,5.9
Jeff Gill,1,5.9
Sudipto Roy,1,5.9
Yee Tung-Shing,1,5.9
Frant Gwo,1,5.9
Sudhanshu Saria,1,5.9
Christopher Martin,1,5.9
Callie Khouri,1,5.9
Ed Lilly,1,5.9
A. Salaam,1,5.9
Nick Castle,2,5.9
Larry Elikann,1,5.9
Ulrike Kofler,1,5.9
Matthew Ross,1,5.9
Gary Mak,1,5.9
Jon Spira,1,5.9
P.T. Kunju Muhammad,1,5.9
Lin Oeding,1,5.9
Daniel Calparsoro,1,5.9
Marja Lewis Ryan,1,5.9
Michael Ritchie,1,5.9
Kike Maíllo,1,5.9
Wilson Coneybeare,1,5.9
Kim Jee-woon,1,5.9
Simon Wincer,3,5.8999999999999995
Obi Emelonye,3,5.8999999999999995
Anees Bazmee,6,5.883333333333333
Raúl Campos,12,5.883333333333333
Joyce Bernal,2,5.85
Dennis Dugan,4,5.85
Girish Malik,2,5.85
Michael J. Bassett,2,5.85
Ryan Murphy,2,5.85
Nicolas Pesce,2,5.85
Dee Rees,2,5.85
Hannah Fidell,2,5.85
Griffin Dunne,2,5.85
Leslie Small,7,5.8428571428571425
Andrew Lau Wai-Keung,3,5.833333333333333
Alex Díaz,3,5.833333333333333
Wong Jing,4,5.825000000000001
Peter Farrelly,4,5.825
Renzil D'Silva,2,5.800000000000001
Milan Luthria,4,5.800000000000001
Mandeep Kumar,1,5.8
Evan Katz,1,5.8
Chanon Yingyong,1,5.8
Julius R. Nasso,1,5.8
Kavi Raz,1,5.8
Louis Leterrier,1,5.8
Manbhavan Singh,1,5.8
John Hoffman,1,5.8
Prabhu Deva,1,5.8
Jan-Peter Horns,1,5.8
Gary Wheeler,1,5.8
Maxwell McGuire,1,5.8
Sabal Singh Shekawat,1,5.8
Lawrence Cheng,1,5.8
Mathieu Kassovitz,1,5.8
Nanfu Wang,1,5.8
Rodrigo Salomón,1,5.8
Harvey Glazer,1,5.8
Stuart Stone,1,5.8
Matt Kugelman,1,5.8
Michael Winterbottom,1,5.8
Perry Lang,1,5.8
Mike Wiluan,1,5.8
Bruce W. Smith,1,5.8
Swapna Waghmare Joshi,1,5.8
Daniel Schechter,1,5.8
Fernando Colomo,1,5.8
Chris Jenkins,1,5.8
Ben Young,1,5.8
Ham Tran,1,5.8
Pietro Scappini,1,5.8
Martin Wood,1,5.8
Phuwanit Pholdee,1,5.8
Teddy Lussi-Modeste,1,5.8
Ben Shelton,1,5.8
Benjamin Weill,1,5.8
Tariq Khan,1,5.8
Jeff Baena,3,5.8
Magdy Al-Hawwary,1,5.8
Alfons Adetuyi,1,5.8
Elliot Hegarty,1,5.8
Allan Ungar,1,5.8
Debamitra Biswal,1,5.8
Akiva Goldsman,1,5.8
Mark Sloper,1,5.8
J. Davis,1,5.8
Michel Gondry,1,5.8
Herman Yau,1,5.8
Massimiliano Camaiti,1,5.8
Karthik Narain,1,5.8
Vasanth Sai,1,5.8
Arvind Swamy,1,5.8
Sarjun,1,5.8
Robbie Countryman,1,5.8
Atul Sabharwal,1,5.8
Francesco Carnesecchi,1,5.8
Naseef Yusuf Izuddin,1,5.8
Kieran Darcy-Smith,1,5.8
Note Chern-Yim,1,5.8
Marco Bonfanti,1,5.8
Jim Hosking,1,5.8
Murat Kepez,1,5.8
Adrian Murray,1,5.8
Kongkiat Komesiri,1,5.8
David Serrano,1,5.8
John Michael McDonagh,1,5.8
Rebecca Johnson,1,5.8
Jamal Hill,1,5.8
Andrew J. Smith,1,5.8
Alex Smith,1,5.8
Daniel Burman,1,5.8
Sivaroj Kongsakul,1,5.8
Mads Matthiesen,1,5.8
Sadeq Behbehani,1,5.8
Jeannot Szwarc,1,5.8
Adam Smith,1,5.8
Anita Barbosa,1,5.8
David Yarovesky,1,5.8
Jordan Ross,1,5.8
Brendan Malloy,1,5.8
Christopher Murray,1,5.8
Jorge Michel Grau,1,5.8
Carly Stone,1,5.8
Luke Snellin,1,5.8
Yuval Adler,1,5.8
Jesse V. Johnson,5,5.8
Paco Plaza,1,5.8
Robin Aubert,1,5.8
Brian Smrz,1,5.8
Ozan Açıktan,5,5.8
Nacho G. Velilla,1,5.8
Abba T. Makama,1,5.8
David Marmor,1,5.8
Sofia Coppola,3,5.8
Atanu Ghosh,1,5.8
Hallie Meyers-Shyer,1,5.8
Nick Gomez,1,5.8
Muzi Mthembu,1,5.8
Munish Bhardwaj,1,5.8
Alessandra de Rossi,1,5.8
Tosin Coker,1,5.8
Che Sandoval,1,5.8
Michelle Bello,1,5.8
Madhur Bhandarkar,5,5.779999999999999
Indra Kumar,4,5.7749999999999995
Kıvanç Baruönü,3,5.766666666666667
Frank Coraci,3,5.766666666666666
Heidi Ewing,2,5.75
Javier Ruiz Caldera,2,5.75
Bedran Güzel,2,5.75
Bryan Bertino,2,5.75
Rachel Grady,2,5.75
Jose Manuel Colón,2,5.75
Brian Robbins,2,5.75
Thiru,2,5.75
Julien Leclercq,3,5.733333333333333
Abbas Alibhai Burmawalla,5,5.72
Mastan Alibhai Burmawalla,5,5.72
Carles Torras,1,5.7
Benjamin Arfmann,1,5.7
Dennis Iliadis,1,5.7
Ravikanth Perepu,1,5.7
David Koepp,1,5.7
Alison MacLean,1,5.7
Neil LaBute,1,5.7
Bradley Walsh,1,5.7
Erik Matti,1,5.7
Gary Andrews,1,5.7
James Foley,1,5.7
Paolo Strippoli,1,5.7
Ahmed Saleh,1,5.7
Joe Wright,1,5.7
McG,6,5.7
Bart Freundlich,1,5.7
Puneet Khanna,1,5.7
Dianne Dreyer,1,5.7
Steven Gomez,1,5.7
Mark Dindal,1,5.7
Brad Silberling,1,5.7
Roberto De Feo,1,5.7
Kyle Newacheck,2,5.7
Sridhar Jetty,1,5.7
Peter Lepeniotis,1,5.7
Salim Akil,1,5.7
Joe Lynch,1,5.7
Zack Whedon,1,5.7
Mahesh Bhatt,3,5.7
Motonori Sakakibara,1,5.7
Eeshwar Nivas,1,5.7
Trey Nelson,1,5.7
Jitendra Tiwari,1,5.7
Steven Tsuchida,1,5.7
Chen Rong-hui,1,5.7
Chang Chin-jung,1,5.7
Adam Davis,1,5.7
Genevieve Nnaji,1,5.7
Ricardo de Montreuil,1,5.7
Jerry Kolber,1,5.7
Hong Won-ki,1,5.7
Helena Bergström,1,5.7
Trish Sie,1,5.7
Cyrus Nowrasteh,1,5.7
Fernando Frías De La Parra,1,5.7
Lee Seung-won,1,5.7
Ding Sheng,1,5.7
DJ Chen,1,5.7
Ian Kirby,1,5.7
Erich Sturm,1,5.7
Pranav Singh,1,5.7
Ferdinando Cito Filomarino,1,5.7
Dave Green,1,5.7
Anél Stolp,1,5.7
A. L. Vijay,2,5.7
Michelle MacLaren,1,5.7
Michael Jai White,1,5.7
Peter Howitt,1,5.7
Prabhakaran,1,5.7
Javier Colinas,1,5.7
Felix Chong,1,5.7
Paul Krüger,1,5.7
Kwabena Gyansah,1,5.7
Seth Gordon,1,5.7
Tugçe Soysop,1,5.7
Marek Losey,1,5.7
Tunde Apalowo,1,5.7
Christian Duguay,1,5.7
Nicolas Winding Refn,1,5.7
Colin Minihan,1,5.7
Prasobh Vijayan,1,5.7
Amber Tamblyn,1,5.7
Anil Sharma,1,5.7
Adriana Trigiani,1,5.7
Elizabeth Wood,1,5.7
Bashir El Deek,1,5.7
Bryce Wagoner,1,5.7
Alina Teodorescu,1,5.7
Eli Craig,1,5.7
Peter Facinelli,1,5.7
Emanuel Hoss-Desmarais,1,5.7
David Stubbs,1,5.7
Chinaza Onuzo,1,5.7
Stephen Gyllenhaal,1,5.7
Jason Winer,1,5.7
Trey Haley,1,5.7
Borja Cobeaga,1,5.7
George Clooney,1,5.7
Larry Latham,1,5.7
Roman White,1,5.7
Maria Burton,1,5.7
Isaac Florentine,1,5.7
Luis Mandoki,1,5.7
Anthony Byrne,1,5.7
Lev L. Spiro,1,5.7
Mahsun Kırmızıgül,1,5.7
Daniel Benmayor,2,5.699999999999999
Daniel Alfredson,2,5.699999999999999
Jon Lucas,2,5.699999999999999
Scott Moore,2,5.699999999999999
Vipul Amrutlal Shah,2,5.699999999999999
Ernie Barbarash,4,5.675000000000001
Sachin Yardi,3,5.666666666666667
John Asher,3,5.666666666666667
Ciarán Foy,2,5.65
Rodrigo Van Der Put,2,5.65
Benjamin Turner,2,5.65
Kundan Shah,4,5.6499999999999995
Garry Marshall,3,5.633333333333333
Wael Ihsan,4,5.625
Adrian Teh,3,5.6000000000000005
Navaniat Singh,2,5.6
Ding-Lin Wang,1,5.6
N. Linguswamy,2,5.6
Ekachai Uekrongtham,1,5.6
Jose Gomez,1,5.6
Nicole Conn,1,5.6
Eddie Rosas,1,5.6
Joe Camp,2,5.6
Tyler Spindel,2,5.6
Joshua Caldwell,1,5.6
Punit Malhotra,1,5.6
Harold Becker,1,5.6
Richard Kelly,1,5.6
Alejandro Montiel,1,5.6
Jake Szymanski,1,5.6
Graham Phillips,1,5.6
Mark Helfrich,1,5.6
Tarsem Singh,1,5.6
Monika Mitchell,1,5.6
Josh Webber,1,5.6
Paul Serafini,1,5.6
Kimmy Gatewood,1,5.6
Matt Thompson,1,5.6
Ahishor Solomon,1,5.6
Levan Gabriadze,1,5.6
Ryuichi Hiroki,1,5.6
Shelly Chopra Dhar,1,5.6
Fluvio Iannuci,1,5.6
Tom Stern,1,5.6
Samir Soni,1,5.6
Roly Santos,1,5.6
Syamsul Yusof,1,5.6
Jason Stone,1,5.6
Chris Nahon,1,5.6
Max Amini,1,5.6
Camille Delamarre,1,5.6
Tolulope Itegboje,1,5.6
Stacie Passon,2,5.6
Christel Gibson,1,5.6
Fredrick Munk,1,5.6
Jesse Johnson,1,5.6
Tom O'Brien,1,5.6
Mamat Khalid,1,5.6
Byun Hyuk,1,5.6
Mohammad Irfan Ramly,1,5.6
David Chirchirillo,1,5.6
Justin Lee,1,5.6
Parker Phillips,1,5.6
Karey Kirkpatrick,1,5.6
Alexandre Reinecke,1,5.6
Abel Ferrara,1,5.6
Dean Craig,1,5.6
Abdul Aziz Hashad,1,5.6
Tinge Krishnan,1,5.6
Olivier Abbou,1,5.6
Joe Johnston,1,5.6
Kushal Srivastava,1,5.6
Robert Eagar,1,5.6
Peter Billingsley,1,5.6
Giancarlo Esposito,1,5.6
Sidharth Malhotra,1,5.6
Ben Simms,2,5.6
Ian Edelman,2,5.6
Scot Armstrong,1,5.6
Michael Cristofer,1,5.6
Umesh Shukla,1,5.6
Dhruv Dhawan,1,5.6
Younuts!,1,5.6
Yasir Al Yasiri,1,5.6
Eric Bress,1,5.6
Sarah Adina Smith,2,5.6
Les Mayfield,3,5.599999999999999
Abhishek Sharma,3,5.599999999999999
Shaun Paul Piccinino,3,5.566666666666666
Khaled Marei,3,5.566666666666666
Scott Stewart,3,5.566666666666666
Hadi El Bagoury,2,5.550000000000001
Tom Shadyac,2,5.550000000000001
Ahmed Zain,2,5.550000000000001
Corey Yuen,2,5.55
R. Ellis Frazier,2,5.55
Justin Kelly,2,5.55
Jayan Moodley,2,5.55
Mohit Suri,2,5.55
Karyn Kusama,3,5.533333333333334
Andrzej Bartkowiak,3,5.533333333333334
Bassam Tariq,1,5.5
Vibhu Virender Puri,1,5.5
Thor Freudenthal,1,5.5
Samar Shaikh,1,5.5
Bhagyaraj,1,5.5
Frasco Mortiz,1,5.5
Troy Nixey,1,5.5
Liv Ullmann,1,5.5
Tarek Abdel Moaty,1,5.5
Martin Rosete,1,5.5
Henrik Ruben Genz,1,5.5
Tope Oshin,3,5.5
Vincenzo Natali,1,5.5
Guntur Soeharjanto,1,5.5
Manop Janjarasskul,1,5.5
Brian Henson,1,5.5
Natasha Lyonne,1,5.5
Rai Yuvraj Bains,1,5.5
Gregory Plotkin,1,5.5
Matt Piedmont,1,5.5
Christian De Vita,1,5.5
Puneet Sira,1,5.5
Anggy Umbara,1,5.5
Christian Schwochow,1,5.5
Suparn Verma,2,5.5
Brian Baugh,1,5.5
Pierre Coré,1,5.5
William H. Macy,1,5.5
William Bindley,1,5.5
Gary Michael Schultz,1,5.5
Alain Darborg,1,5.5
Amy Poehler,1,5.5
Yang Lei,1,5.5
Ashwiny Iyer Tiwari,1,5.5
Shashilal K. Nair,1,5.5
Daniel Sandu,1,5.5
Jody Hill,1,5.5
Richard Arellano,1,5.5
